O cliente 0 comprou 3 produtos da Loja 1: 
	9 produtos com ID 103
 89  B                 60           30    Amarelo
 90  B                 60           30    Amarelo
 91  B                 60           30    Amarelo
 92  B                 60           30    Amarelo
 93  B                 60           30    Amarelo
 94  B                 60           30    Amarelo
 95  B                 60           30    Amarelo
 96  B                 60           30    Amarelo
 97  B                 60           30    Amarelo
 98  B                 60           30    Amarelo
 99  B                 60           30    Amarelo
100  B                 60           30    Amarelo
101  B                 60           30    Amarelo
102  B                 60           30    Amarelo
103  B                 51           25.5  Amarelo
104  B                 60           30    Amarelo
105  B                 60           30    Amarelo
106  B                 60           30    Amarelo
107  B                 60           30    Amarelo
108  B                 60           30    Amarelo
109  B                 60           30    Amarelo
110  B                 60           30    Amarelo
111  B                 60           30    Amarelo
112  B                 60           30    Amarelo
113  B                 60           30    Amarelo
114  B                 60           30    Amarelo
115  B                 60           30    Amarelo
116  B                 60           30    Amarelo
117  B                 60           30    Amarelo
118  B                 60           30    Amarelo
119  B                 60           30    Amarelo
120  B                 60           30    Amarelo
121  B                 60           30    Amarelo
122  B                 60           30    Amarelo
123  B                 60           30    Amarelo
124  B                 60           30    Amarelo
125  B                 60           30    Amarelo
126  B                 60           30    Amarelo
127  B                 60           30    Amarelo
128  B                 60           30    Amarelo
129  B                 60           30    Amarelo
130  B                 60           30    Amarelo
131  B                 60           30    Amarelo
132  B                 60           30    Amarelo
133  B                 60           30    Amarelo
134  B                 60           30    Amarelo
135  B                 60           30    Amarelo
136  B                 60           30    Amarelo
137  B                 60           30    Amarelo
138  B                 60           30    Amarelo
139  B                 60           30    Amarelo
140  C                 20           10    Vermelho
141  C                 20           10    Vermelho
142  C                 20           10    Vermelho
143  C                 20           10    Vermelho
144  C                 20           10    Vermelho
145  C                 20           10    Vermelho
146  C                 20           10    Vermelho
147  C                 20           10    Vermelho
148  C                 20           10    Vermelho
149  C                 20           10    Vermelho
150  C                 20           10    Vermelho
151  C                 20           10    Vermelho
152  C                 20           10    Vermelho
153  C                 20           10    Vermelho
154  C                 20           10    Vermelho
155  C                 20           10    Vermelho
156  C                 20           10    Vermelho
157  C                 20           10    Vermelho
158  C                 20           10    Vermelho
159  C                 20           10    Vermelho
160  C                 20           10    Vermelho
161  C                 20           10    Vermelho
162  C                 20           10    Vermelho
163  C                 20           10    Vermelho
164  C                 20           10    Vermelho
165  C                 20           10    Vermelho
166  C                 20           10    Vermelho
167  C                 20           10    Vermelho
168  C                 20           10    Vermelho
169  C                 20           10    Vermelho
170  C                 20           10    Vermelho
171  C                 20           10    Vermelho
172  C                 20           10    Vermelho
173  C                 20           10    Vermelho
174  C                 20           10    Vermelho
175  C                 20           10    Vermelho
176  C                 20           10    Vermelho
177  C                 20           10    Vermelho
178  C                 20           10    Vermelho
179  C                 20           10    Vermelho
180  C                 20           10    Vermelho
181  C                 20           10    Vermelho
182  C                 20           10    Vermelho
183  C                 20           10    Vermelho
184  C                 20           10    Vermelho
185  C                 20           10    Vermelho
186  C                 20           10    Vermelho
187  C                 20           10    Vermelho
188  C                 20           10    Vermelho
189  C                 20           10    Vermelho
190  C                 20           10    Vermelho
191  C                 20           10    Vermelho
192  C                 20           10    Vermelho
193  C                 20           10    Vermelho
194  C                 20           10    Vermelho
195  C                 20           10    Vermelho
196  C                 20           10    Vermelho
197  C                 20           10    Vermelho
198  C                 20           10    Vermelho
199  C                 20           10    Vermelho[3J[H[2J
Loja 1 conectada ao tópico Repo
     Tipo      Quantidade    Porcentagem  Cor
---  ------  ------------  -------------  --------
  0  A                100           50    Verde
  1  A                100           50    Verde
  2  A                100           50    Verde
  3  A                100           50    Verde
  4  A                100           50    Verde
  5  A                100           50    Verde
  6  A                100           50    Verde
  7  A                100           50    Verde
  8  A                100           50    Verde
  9  A                100           50    Verde
 10  A                100           50    Verde
 11  A                100           50    Verde
 12  A                100           50    Verde
 13  A                100           50    Verde
 14  A                100           50    Verde
 15  A                100           50    Verde
 16  A                100           50    Verde
 17  A                100           50    Verde
 18  A                100           50    Verde
 19  A                100           50    Verde
 20  A                100           50    Verde
 21  A                100           50    Verde
 22  A                100           50    Verde
 23  A                100           50    Verde
 24  A                100           50    Verde
 25  A                100           50    Verde
 26  A                100           50    Verde
 27  A                100           50    Verde
 28  A                100           50    Verde
 29  A                100           50    Verde
 30  A                100           50    Verde
 31  A                100           50    Verde
 32  A                100           50    Verde
 33  A                100           50    Verde
 34  A                100           50    Verde
 35  A                100           50    Verde
 36  A                100           50    Verde
 37  A                100           50    Verde
 38  A                100           50    Verde
 39  A                100           50    Verde
 40  A                100           50    Verde
 41  A                100           50    Verde
 42  A                100           50    Verde
 43  A                100           50    Verde
 44  A                100           50    Verde
 45  A                100           50    Verde
 46  A                100           50    Verde
 47  A                100           50    Verde
 48  A                100           50    Verde
 49  A                100           50    Verde
 50  A                100           50    Verde
 51  A                100           50    Verde
 52  A                100           50    Verde
 53  A                100           50    Verde
 54  A                100           50    Verde
 55  A                100           50    Verde
 56  A                100           50    Verde
 57  A                100           50    Verde
 58  A                100           50    Verde
 59  A                100           50    Verde
 60  A                100           50    Verde
 61  A                 91           45.5  Amarelo
 62  A                100           50    Verde
 63  A                100           50    Verde
 64  A                 93           46.5  Amarelo
 65  A                100           50    Verde
 66  A                100           50    Verde
 67  A                100           50    Verde
 68  A                100           50    Verde
 69  A                100           50    Verde
 70  B                 60           30    Amarelo
 71  B                 60           30    Amarelo
 72  B                 60           30    Amarelo
 73  B                 60           30    Amarelo
 74  B                 60           30    Amarelo
 75  B                 60           30    Amarelo
 76  B                 60           30    Amarelo
 77  B                 60           30    Amarelo
 78  B                 60           30    Amarelo
 79  B                 60           30    Amarelo
 80  B                 60           30    Amarelo
 81  B                 60           30    Amarelo
 82  B                 60           30    Amarelo
 83  B                 60           30    Amarelo
 84  B                 60           30    Amarelo
 85  B                 60           30    Amarelo
 86  B                 60           30    Amarelo
 87  B                 60           30    Amarelo
 88  B                 60           30    Amarelo
 89  B                 60           30    Amarelo
 90  B                 60           30    Amarelo
 91  B                 60           30    Amarelo
 92  B                 60           30    Amarelo
 93  B                 60           30    Amarelo
 94  B                 60           30    Amarelo
 95  B                 60           30    Amarelo
 96  B                 60           30    Amarelo
 97  B                 60           30    Amarelo
 98  B                 60           30    Amarelo
 99  B                 60           30    Amarelo
100  B                 60           30    Amarelo
101  B                 60           30    Amarelo
102  B                 60           30    Amarelo
103  B                 51           25.5  Amarelo
104  B                 60           30    Amarelo
105  B                 60           30    Amarelo
106  B                 60           30    Amarelo
107  B                 60           30    Amarelo
108  B                 60           30    Amarelo
109  B                 60           30    Amarelo
110  B                 60           30    Amarelo
111  B                 60           30    Amarelo
112  B                 60           30    Amarelo
113  B                 60           30    Amarelo
114  B                 60           30    Amarelo
115  B                 60           30    Amarelo
116  B                 60           30    Amarelo
117  B                 60           30    Amarelo
118  B                 60           30    Amarelo
119  B                 60           30    Amarelo
120  B                 60           30    Amarelo
121  B                 60           30    Amarelo
122  B                 60           30    Amarelo
123  B                 60           30    Amarelo
124  B                 60           30    Amarelo
125  B                 60           30    Amarelo
126  B                 60           30    Amarelo
127  B                 60           30    Amarelo
128  B                 60           30    Amarelo
129  B                 60           30    Amarelo
130  B                 60           30    Amarelo
131  B                 60           30    Amarelo
132  B                 60           30    Amarelo
133  B                 60           30    Amarelo
134  B                 60           30    Amarelo
135  B                 60           30    Amarelo
136  B                 60           30    Amarelo
137  B                 60           30    Amarelo
138  B                 60           30    Amarelo
139  B                 60           30    Amarelo
140  C                 20           10    Vermelho
141  C                 20           10    Vermelho
142  C                 20           10    Vermelho
143  C                 20           10    Vermelho
144  C                 20           10    Vermelho
145  C                 20           10    Vermelho
146  C                 20           10    Vermelho
147  C                 20           10    Vermelho
148  C                 20           10    Vermelho
149  C                 20           10    Vermelho
150  C                 20           10    Vermelho
151  C                 20           10    Vermelho
152  C                 20           10    Vermelho
153  C                 20           10    Vermelho
154  C                 20           10    Vermelho
155  C                 20           10    Vermelho
156  C                 20           10    Vermelho
157  C                 20           10    Vermelho
158  C                 20           10    Vermelho
159  C                 20           10    Vermelho
160  C                 20           10    Vermelho
161  C                 20           10    Vermelho
162  C                 20           10    Vermelho
163  C                 20           10    Vermelho
164  C                 20           10    Vermelho
165  C                 20           10    Vermelho
166  C                 20           10    Vermelho
167  C                 20           10    Vermelho
168  C                 20           10    Vermelho
169  C                 20           10    Vermelho
170  C                 20           10    Vermelho
171  C                 20           10    Vermelho
172  C                 20           10    Vermelho
173  C                 20           10    Vermelho
174  C                 20           10    Vermelho
175  C                 20           10    Vermelho
176  C                 20           10    Vermelho
177  C                 20           10    Vermelho
178  C                 20           10    Vermelho
179  C                 20           10    Vermelho
180  C                 20           10    Vermelho
181  C                 20           10    Vermelho
182  C                 20           10    Vermelho
183  C                 20           10    Vermelho
184  C                 20           10    Vermelho
185  C                 20           10    Vermelho
186  C                 20           10    Vermelho
187  C                 20           10    Vermelho
188  C                 20           10    Vermelho
189  C                 20           10    Vermelho
190  C                 20           10    Vermelho
191  C                 20           10    Vermelho
192  C                 20           10    Vermelho
193  C                 20           10    Vermelho
194  C                 20           10    Vermelho
195  C                 20           10    Vermelho
196  C                 20           10    Vermelho
197  C                 20           10    Vermelho
198  C                 20           10    Vermelho
199  C                 20           10    Vermelho
Centro Distribuição -> Loja 1: Reposto Produto 160 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 161 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 162 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 163 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 164 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 165 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 166 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 167 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 168 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 169 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 170 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 171 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 172 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 173 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 174 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 175 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 176 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 177 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 178 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 179 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 180 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 181 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 182 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 183 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 184 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 185 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 186 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 187 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 188 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 189 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 190 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 191 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 192 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 193 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 194 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 195 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 196 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 197 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 198 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 199 Quantidade 180 na Loja 1
O cliente 1 comprou 4 produtos da Loja 1: 
	8 produtos com ID 168
	7 produtos com ID 181
	10 produtos com ID 15
	4 produtos com ID 137
     Tipo      Quantidade    Porcentagem  Cor
---  ------  ------------  -------------  --------
  0  A                100           50    Verde
  1  A                100           50    Verde
  2  A                100           50    Verde
  3  A                100           50    Verde
  4  A                100           50    Verde
  5  A                100           50    Verde
  6  A                100           50    Verde
  7  A                100           50    Verde
  8  A                100           50    Verde
  9  A                100           50    Verde
 10  A                100           50    Verde
 11  A                100           50    Verde
 12  A                100           50    Verde
 13  A                100           50    Verde
 14  A                100           50    Verde
 15  A                 90           45    Amarelo
 16  A                100           50    Verde
 17  A                100           50    Verde
 18  A                100           50    Verde
 19  A                100           50    Verde
 20  A                100           50    Verde
 21  A                100           50    Verde
 22  A                100           50    Verde
 23  A                100           50    Verde
 24  A                100           50    Verde
 25  A                100           50    Verde
 26  A                100           50    Verde
 27  A                100           50    Verde
 28  A                100           50    Verde
 29  A                100           50    Verde
 30  A                100           50    Verde
 31  A                100           50    Verde
 32  A                100           50    Verde
 33  A                100           50    Verde
 34  A                100           50    Verde
 35  A                100           50    Verde
 36  A                100           50    Verde
 37  A                100           50    Verde
 38  A                100           50    Verde
 39  A                100           50    Verde
 40  A                100           50    Verde
 41  A                100           50    Verde
 42  A                100           50    Verde
 43  A                100           50    Verde
 44  A                100           50    Verde
 45  A                100           50    Verde
 46  A                100           50    Verde
 47  A                100           50    Verde
 48  A                100           50    Verde
 49  A                100           50    Verde
 50  A                100           50    Verde
 51  A                100           50    Verde
 52  A                100           50    Verde
 53  A                100           50    Verde
 54  A                100           50    Verde
 55  A                100           50    Verde
 56  A                100           50    Verde
 57  A                100           50    Verde
 58  A                100           50    Verde
 59  A                100           50    Verde
 60  A                100           50    Verde
 61  A                 91           45.5  Amarelo
 62  A                100           50    Verde
 63  A                100           50    Verde
 64  A                 93           46.5  Amarelo
 65  A                100           50    Verde
 66  A                100           50    Verde
 67  A                100           50    Verde
 68  A                100           50    Verde
 69  A                100           50    Verde
 70  B                 60           30    Amarelo
 71  B                 60           30    Amarelo
 72  B                 60           30    Amarelo
 73  B                 60           30    Amarelo
 74  B                 60           30    Amarelo
 75  B                 60           30    Amarelo
 76  B                 60           30    Amarelo
 77  B                 60           30    Amarelo
 78  B                 60           30    Amarelo
 79  B                 60           30    Amarelo
 80  B                 60           30    Amarelo
 81  B                 60           30    Amarelo
 82  B                 60           30    Amarelo
 83  B                 60           30    Amarelo
 84  B                 60           30    Amarelo
 85  B                 60           30    Amarelo
 86  B                 60           30    Amarelo
 87  B                 60           30    Amarelo
 88  B                 60           30    Amarelo
 89  B                 60           30    Amarelo
 90  B                 60           30    Amarelo
 91  B                 60           30    Amarelo
 92  B                 60           30    Amarelo
 93  B                 60           30    Amarelo
 94  B                 60           30    Amarelo
 95  B                 60           30    Amarelo
 96  B                 60           30    Amarelo
 97  B                 60           30    Amarelo
 98  B                 60           30    Amarelo
 99  B                 60           30    Amarelo
100  B                 60           30    Amarelo
101  B                 60           30    Amarelo
102  B                 60           30    Amarelo
103  B                 51           25.5  Amarelo
104  B                 60           30    Amarelo
105  B                 60           30    Amarelo
106  B                 60           30    Amarelo
107  B                 60           30    Amarelo
108  B                 60           30    Amarelo
109  B                 60           30    Amarelo
110  B                 60           30    Amarelo
111  B                 60           30    Amarelo
112  B                 60           30    Amarelo
113  B                 60           30    Amarelo
114  B                 60           30    Amarelo
115  B                 60           30    Amarelo
116  B                 60           30    Amarelo
117  B                 60           30    Amarelo
118  B                 60           30    Amarelo
119  B                 60           30    Amarelo
120  B                 60           30    Amarelo
121  B                 60           30    Amarelo
122  B                 60           30    Amarelo
123  B                 60           30    Amarelo
124  B                 60           30    Amarelo
125  B                 60           30    Amarelo
126  B                 60           30    Amarelo
127  B                 60           30    Amarelo
128  B                 60           30    Amarelo
129  B                 60           30    Amarelo
130  B                 60           30    Amarelo
131  B                 60           30    Amarelo
132  B                 60           30    Amarelo
133  B                 60           30    Amarelo
134  B                 60           30    Amarelo
135  B                 60           30    Amarelo
136  B                 60           30    Amarelo
137  B                 56           28    Amarelo
138  B                 60           30    Amarelo
139  B                 60           30    Amarelo
140  C                 20           10    Vermelho
141  C                 20           10    Vermelho
142  C                 20           10    Vermelho
143  C                 20           10    Vermelho
144  C                 20           10    Vermelho
145  C                 20           10    Vermelho
146  C                 20           10    Vermelho
147  C                 20           10    Vermelho
148  C                 20           10    Vermelho
149  C                 20           10    Vermelho
150  C                 20           10    Vermelho
151  C                 20           10    Vermelho
152  C                 20           10    Vermelho
153  C                 20           10    Vermelho
154  C                 20           10    Vermelho
155  C                 20           10    Vermelho
156  C                 20           10    Vermelho
157  C                 20           10    Vermelho
158  C                 20           10    Vermelho
159  C                 20           10    Vermelho
160  C                200          100    Verde
161  C                200          100    Verde
162  C                200          100    Verde
163  C                200          100    Verde
164  C                200          100    Verde
165  C                200          100    Verde
166  C                200          100    Verde
167  C                200          100    Verde
168  C                192           96    Verde
169  C                200          100    Verde
170  C                200          100    Verde
171  C                200          100    Verde
172  C                200          100    Verde
173  C                200          100    Verde
174  C                200          100    Verde
175  C                200          100    Verde
176  C                200          100    Verde
177  C                200          100    Verde
178  C                200          100    Verde
179  C                200          100    Verde
180  C                200          100    Verde
181  C                193           96.5  Verde
182  C                200          100    Verde
183  C                200          100    Verde
184  C                200          100    Verde
185  C                200          100    Verde
186  C                200          100    Verde
187  C                200          100    Verde
188  C                200          100    Verde
189  C                200          100    Verde
190  C                200          100    Verde
191  C                200          100    Verde
192  C                200          100    Verde
193  C                200          100    Verde
194  C                200          100    Verde
195  C                200          100    Verde
196  C                200          100    Verde
197  C                200          100    Verde
198  C                200          100    Verde
199  C                200          100    Verde
Centro Distribuição -> Loja 1: Reposto Produto 140 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 141 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 142 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 143 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 144 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 145 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 146 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 147 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 148 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 149 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 150 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 151 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 152 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 153 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 154 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 155 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 156 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 157 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 158 Quantidade 180 na Loja 1
Centro Distribuição -> Loja 1: Reposto Produto 159 Quantidade 180 na Loja 1
O cliente 2 comprou 4 produtos da Loja 1: 
	5 produtos com ID 43
	8 produtos com ID 81
	10 produtos com ID 199
	10 produtos com ID 53
     Tipo      Quantidade    Porcentagem  Cor
---  ------  ------------  -------------  -------
  0  A                100           50    Verde
  1  A                100           50    Verde
  2  A                100           50    Verde
  3  A                100           50    Verde
  4  A                100           50    Verde
  5  A                100           50    Verde
  6  A                100           50    Verde
  7  A                100           50    Verde
  8  A                100           50    Verde
  9  A                100           50    Verde
 10  A                100           50    Verde
 11  A                100           50    Verde
 12  A                100           50    Verde
 13  A                100           50    Verde
 14  A                100           50    Verde
 15  A                 90           45    Amarelo
 16  A                100           50    Verde
 17  A                100           50    Verde
 18  A                100           50    Verde
 19  A                100           50    Verde
 20  A                100           50    Verde
 21  A                100           50    Verde
 22  A                100           50    Verde
 23  A                100           50    Verde
 24  A                100           50    Verde
 25  A                100           50    Verde
 26  A                100           50    Verde
 27  A                100           50    Verde
 28  A                100           50    Verde
 29  A                100           50    Verde
 30  A                100           50    Verde
 31  A                100           50    Verde
 32  A                100           50    Verde
 33  A                100           50    Verde
 34  A                100           50    Verde
 35  A                100           50    Verde
 36  A                100           50    Verde
 37  A                100           50    Verde
 38  A                100           50    Verde
 39  A                100           50    Verde
 40  A                100           50    Verde
 41  A                100           50    Verde
 42  A                100           50    Verde
 43  A                 95           47.5  Amarelo
 44  A                100           50    Verde
 45  A                100           50    Verde
 46  A                100           50    Verde
 47  A                100           50    Verde
 48  A                100           50    Verde
 49  A                100           50    Verde
 50  A                100           50    Verde
 51  A                100           50    Verde
 52  A                100           50    Verde
 53  A                 90           45    Amarelo
 54  A                100           50    Verde
 55  A                100           50    Verde
 56  A                100           50    Verde
 57  A                100           50    Verde
 58  A                100           50    Verde
 59  A                100           50    Verde
 60  A                100           50    Verde
 61  A                 91           45.5  Amarelo
 62  A                100           50    Verde
 63  A                100           50    Verde
 64  A                 93           46.5  Amarelo
 65  A                100           50    Verde
 66  A                100           50    Verde
 67  A                100           50    Verde
 68  A                100           50    Verde
 69  A                100           50    Verde
 70  B                 60           30    Amarelo
 71  B                 60           30    Amarelo
 72  B                 60           30    Amarelo
 73  B                 60           30    Amarelo
 74  B                 60           30    Amarelo
 75  B                 60           30    Amarelo
 76  B                 60           30    Amarelo
 77  B                 60           30    Amarelo
 78  B                 60           30    Amarelo
 79  B                 60           30    Amarelo
 80  B                 60           30    Amarelo
 81  B                 52           26    Amarelo
 82  B                 60           30    Amarelo
 83  B                 60           30    Amarelo
 84  B                 60           30    Amarelo
 85  B                 60           30    Amarelo
 86  B                 60           30    Amarelo
 87  B                 60           30    Amarelo
 88  B                 60           30    Amarelo
 89  B                 60           30    Amarelo
 90  B                 60           30    Amarelo
 91  B                 60           30    Amarelo
 92  B                 60           30    Amarelo
 93  B                 60           30    Amarelo
 94  B                 60           30    Amarelo
 95  B                 60           30    Amarelo
 96  B                 60           30    Amarelo
 97  B                 60           30    Amarelo
 98  B                 60           30    Amarelo
 99  B                 60           30    Amarelo
100  B                 60           30    Amarelo
101  B                 60           30    Amarelo
102  B                 60           30    Amarelo
103  B                 51           25.5  Amarelo
104  B                 60           30    Amarelo
105  B                 60           30    Amarelo
106  B                 60           30    Amarelo
107  B                 60           30    Amarelo
108  B                 60           30    Amarelo
109  B                 60           30    Amarelo
110  B                 60           30    Amarelo
111  B                 60           30    Amarelo
112  B                 60           30    Amarelo
113  B                 60           30    Amarelo
114  B                 60           30    Amarelo
115  B                 60           30    Amarelo
116  B                 60           30    Amarelo
117  B                 60           30    Amarelo
118  B                 60           30    Amarelo
119  B                 60           30    Amarelo
120  B                 60           30    Amarelo
121  B                 60           30    Amarelo
122  B                 60           30    Amarelo
123  B                 60           30    Amarelo
124  B                 60           30    Amarelo
125  B                 60           30    Amarelo
126  B                 60           30    Amarelo
127  B                 60           30    Amarelo
128  B                 60           30    Amarelo
129  B                 60           30    Amarelo
130  B                 60           30    Amarelo
131  B                 60           30    Amarelo
132  B                 60           30    Amarelo
133  B                 60           30    Amarelo
134  B                 60           30    Amarelo
135  B                 60           30    Amarelo
136  B                 60           30    Amarelo
137  B                 56           28    Amarelo
138  B                 60           30    Amarelo
139  B                 60           30    Amarelo
140  C                200          100    Verde
141  C                200          100    Verde
142  C                200          100    Verde
143  C                200          100    Verde
144  C                200          100    Verde
145  C                200          100    Verde
146  C                200          100    Verde
147  C                200          100    Verde
148  C                200          100    Verde
149  C                200          100    Verde
150  C                200          100    Verde
151  C                200          100    Verde
152  C                200          100    Verde
153  C                200          100    Verde
154  C                200          100    Verde
155  C                200          100    Verde
156  C                200          100    Verde
157  C                200          100    Verde
158  C                200          100    Verde
159  C                200          100    Verde
160  C                200          100    Verde
161  C                200          100    Verde
162  C                200          100    Verde
163  C                200          100    Verde
164  C                200          100    Verde
165  C                200          100    Verde
166  C                200          100    Verde
167  C                200          100    Verde
168  C                192           96    Verde
169  C                200          100    Verde
170  C                200          100    Verde
171  C                200          100    Verde
172  C                200          100    Verde
173  C                200          100    Verde
174  C                200          100    Verde
175  C                200          100    Verde
176  C                200          100    Verde
177  C                200          100    Verde
178  C                200          100    Verde
179  C                200          100    Verde
180  C                200          100    Verde
181  C                193           96.5  Verde
